"job_url","title","company","location","date_posted","is_remote","num_urgent_words","benefits","description"
"https://ph.indeed.com/viewjob?jk=2c2751b85a2e9d4d","Graphic Designer","Fresh Prints","Cebu City, P07, Philippines","2024-05-21",True,0,"","##  **Be a Crucial Member of a Growing and Innovative Art Team**

**About Frontier**

Frontier is a subsidiary of Fresh Prints. Fresh Prints is a New York based,
fast-growing, fully-remote, 150-person company that has most of our team in
India and Philippines. A few years ago Fresh Prints started helping other
fast-growing companies build their teams. We got so good at it that we decided
to spin out a new company to focus exclusively on that and call it Frontier.

Here at Frontier, we help companies grow full-time, cross-functional teams
abroad. We hire the smartest people, and we place them into the best
companies. In three years, we've never lost a client.

If you like one of the Frontier roles, and you apply, and you're accepted,
we'll screen you with a couple of internal interviews, and will work on
getting you an interview for a full-time job within the month.

Think of us as your personal talent agent, and good luck with the application
:)

**Key Responsibilities**

  * Upload proofs and revisions as quickly and as high quality as possible while making a few mistakes.
  * Make sure the proofs and revisions are exactly what the client or manager is asking for.
  * Studying and learning fashion and design trends in the US among our clients.
  * Maintaining professionalism and always going the extra mile for the team.
  * Completing a set number of proof and revision requests per day. We'll get more into what this means in training..
  * You will work with fellow artists to complete design tasks and coordinate with salespeople and our logistics team
  * You will report to one of the art managers on the leadership team

**Personal Attributes**

  * Excellent communication skills and fluency in English
  * You're reliable and available - frequent access to phone and email
  * You have a good sense of what's trendy/cool

**Technical Requirements**

  * Expertise in using Figma
  * You have experience creating vector graphics, sometimes from the low-resolution source material
  * You are able to recreate art with the pen tool and or tablets

**Other Equipment Requirements**

  * A working laptop/desktop computer that can run Adobe software smoothly
    * At least (for Windows users)
      * Intel i5 core
      * 12 GB of ram
      * Can support the 2022 version of Adobe apps
  * Strong internet connection with at least one backup (mobile data, etc.)
    * 75 Mbps (download) & 25mbps (upload)

**Compensation & Benefits**

  * Annual Salary is a range from $7,800 - $8,000 depending on your schedule (night shift makes more money)
  * A fast-paced environment with lots of room for growth and a successful career

**Job Location -** Work from Home (Philippines)"
"https://ph.indeed.com/viewjob?jk=3a4599dc9d6552c5","Lead Generation Specialist","Fusion CX","Cebu City, P07, Philippines","2024-05-21",False,0,"","* At least HS graduate (old curriculum) or SHS graduate
  * Experience in Inbound/outbound calls is a must
  * Experience in a financial account is preferred but not required
  * Amenable to work on a graveyard shift, shifting schedule, working on a holiday

This is a pioneering account so there's a higher chance of promotion.

Job Type: Full-time

Pay: Php20,000.00 - Php25,000.00 per month

Schedule:

  * 8 hour shift"
"https://ph.indeed.com/viewjob?jk=4d3912a175667002","Project Manager","2xYou","Cebu City, P07, Philippines","2024-05-21",True,"","",""
"https://ph.indeed.com/viewjob?jk=c5a7b3a51d972b75","IT Manager","SEA Olympus Marketing, Inc.","Lapu-Lapu City, P07, Philippines","2024-05-21",True,0,"","We have an exciting opportunity for **Project Management Executive Assistant**
to work Night Shift working from home.

 **When you join 2xYou, you 'll enjoy the following benefits:**

  * Laid-back, relaxed and fun environment
  * HMO after 3 months
  * Annual salary reviews and increases
  * Team building and company outings
  * Fun projects that provide learning
  * Access to books and courses to help you learn anything you want
  * Generous leave policy

 **About the job:**

Work with the most supportive team, and get coached and fully trained so you
can be the best at who you need to be!

If you're not familiar with any of these tasks yet, don't worry! We'll train
you in what you need to know - just as long as you're a good fit.

The primary tasks for this job position will be:

  * Admin Tasks:

\\- Pulling KPI metrics (Sales, Marketing, etc) on regular intervals.

\\- Create standard operating procedures

\\- Understand varied Sales Cycles depending on Job Type.

\\- Help manage day-to-day operations

\\- Manage emails

\\- Outlook/GHL: Manage calendar schedules

\\- Manage event research

\\- GHL: Manage CRM

\\- Qualifying leads prior to sending project over to be Estimated or setting
up a Site Visit

\\- Construction Subcontractor onboarding

\\- Scope Template creation.

\\- Create / Manage Personal CRM for contacts and networking.

\\- Daily Meeting for To-Do & Deliverable Handoff

\\- Draft documents to be reviewed and be sent out, may vary in nature

  * Marketing Tasks:

\\- Build and implement an SOP with Yard Signs, Mailers, Door Hangers, FB
campaign budget to switch on at will depending on the project.

\\- Document an estimated cost of these campaigns.

\\- Build Personal Branding: As a complement to the business marketing for
Construction Services and Real Estate

  * Content/Social Media Tasks:

\\- Utilize Built-in social media planner to start putting out project stills
or company activity.

\\- Build Social Media Presence

\\- Post flyer / landing page seasonally when certain services grow in demand

\\- Utilize Current projects for online content

  * Tech Tasks

\\- Setting up automations and collaboration on new automation opportunities

\\- Create and Maintain 'input' channels from other parties to me and or from
me to EA

  * Project Management Tasks

\\- Manage different kinds of projects including the sprints and execution.

\\- Project Goal Highlight: Creating/Documenting 'Productized Service'
offerings.

\\- Collaboration on Staging Upcoming Projects:

\\- Field Crew Preparation: Assignment of project or scope item to team member,
translate/transcribe sold scope of work to Spanish, Material Procurement for
Starting Job, Check on Delivery Orders

\\- Processing Subcontractor Bid Requests, PO's, Bills

  * Misc Tasks

\\- Personal: Calendar time blocks for fitness, reminders to check in with some
family periodically, etc.

\\- General Research

 **About the client:**

At our General contracting business, trust-building is the cornerstone of
everything we do. With a commitment to integrity and quality craftsmanship, we
strive to build lasting relationships with our clients. From the initial
consultation to the final nail, we prioritize proactive communication and
collaboration, ensuring that your vision is brought to life with precision and
care. Choose us as your Trusted partner in construction.

We are an assistant outsourcing agency where we specialize in hiring,
managing, and growing executive assistants for solopreneurs and small business
owners.

Are you eager to keep learning new skills?

Do you value self-growth and development?

Do you enjoy a flexible work schedule and a fun culture?

Are you self-responsible and someone who honors your commitments?

If the answer is YES, then we need someone like **you!**

 **We are looking for Project Management Executive Assistant**

 **Basic Requirements:**

  * You live in Cebu
  * You have good operational skills
  * You love learning and you are always working hard on making yourself better
  * You like helping others
  * You work hard to do great work, but you are also willing to make mistakes
  * You're brave and willing to take action where the action is needed
  * You're a problem solver

 **Technical Requirements:**

  * High School diploma required / Bachelor's degree preferred
  * Administrative Executive Assistant experience with:
  * Project Management
  * Social Media Content Management
  * Digital Marketing

Salary Range is: [Php30,000-33,000] per month (depending on experience)

We have an exciting opportunity for **Project Management Executive Assistant**
to work Night Shift working from home.

 **When you join 2xYou, you 'll enjoy the following benefits:**

  * Laid-back, relaxed and fun environment
  * HMO after 3 months
  * Annual salary reviews and increases
  * Team building and company outings
  * Fun projects that provide learning
  * Access to books and courses to help you learn anything you want
  * Generous leave policy

 **About the job:**

Work with the most supportive team, and get coached and fully trained so you
can be the best at who you need to be!

If you're not familiar with any of these tasks yet, don't worry! We'll train
you in what you need to know - just as long as you're a good fit.

The primary tasks for this job position will be:

  * Admin Tasks:

\\- Pulling KPI metrics (Sales, Marketing, etc) on regular intervals.

\\- Create standard operating procedures

\\- Understand varied Sales Cycles depending on Job Type.

\\- Help manage day-to-day operations

\\- Manage emails

\\- Outlook/GHL: Manage calendar schedules

\\- Manage event research

\\- GHL: Manage CRM

\\- Qualifying leads prior to sending project over to be Estimated or setting
up a Site Visit

\\- Construction Subcontractor onboarding

\\- Scope Template creation.

\\- Create / Manage Personal CRM for contacts and networking.

\\- Daily Meeting for To-Do & Deliverable Handoff

\\- Draft documents to be reviewed and be sent out, may vary in nature

  * Marketing Tasks:

\\- Build and implement an SOP with Yard Signs, Mailers, Door Hangers, FB
campaign budget to switch on at will depending on the project.

\\- Document an estimated cost of these campaigns.

\\- Build Personal Branding: As a complement to the business marketing for
Construction Services and Real Estate

  * Content/Social Media Tasks:

\\- Utilize Built-in social media planner to start putting out project stills
or company activity.

\\- Build Social Media Presence

\\- Post flyer / landing page seasonally when certain services grow in demand

\\- Utilize Current projects for online content

  * Tech Tasks

\\- Setting up automations and collaboration on new automation opportunities

\\- Create and Maintain 'input' channels from other parties to me and or from
me to EA

  * Project Management Tasks

\\- Manage different kinds of projects including the sprints and execution.

\\- Project Goal Highlight: Creating/Documenting 'Productized Service'
offerings.

\\- Collaboration on Staging Upcoming Projects:

\\- Field Crew Preparation: Assignment of project or scope item to team member,
translate/transcribe sold scope of work to Spanish, Material Procurement for
Starting Job, Check on Delivery Orders

\\- Processing Subcontractor Bid Requests, PO's, Bills

  * Misc Tasks

\\- Personal: Calendar time blocks for fitness, reminders to check in with some
family periodically, etc.

\\- General Research

 **About the client:**

At our General contracting business, trust-building is the cornerstone of
everything we do. With a commitment to integrity and quality craftsmanship, we
strive to build lasting relationships with our clients. From the initial
consultation to the final nail, we prioritize proactive communication and
collaboration, ensuring that your vision is brought to life with precision and
care. Choose us as your Trusted partner in construction.

We are an assistant outsourcing agency where we specialize in hiring,
managing, and growing executive assistants for solopreneurs and small business
owners.

Are you eager to keep learning new skills?

Do you value self-growth and development?

Do you enjoy a flexible work schedule and a fun culture?

Are you self-responsible and someone who honors your commitments?

If the answer is YES, then we need someone like **you!**

 **We are looking for Project Management Executive Assistant**

 **Basic Requirements:**

  * You live in Cebu
  * You have good operational skills
  * You love learning and you are always working hard on making yourself better
  * You like helping others
  * You work hard to do great work, but you are also willing to make mistakes
  * You're brave and willing to take action where the action is needed
  * You're a problem solver

 **Technical Requirements:**

  * High School diploma required / Bachelor's degree preferred
  * Administrative Executive Assistant experience with:
  * Project Management
  * Social Media Content Management
  * Digital Marketing

Salary Range is: [Php30,000-33,000] per month (depending on experience)

 **We are looking forward to meeting you!**

 **To apply,** simply fill out this form:
https://form.jotform.com/201028523533445

 **Company Overview:**

2xYou Executive Assistant Services is not like your usual ""assistant"" company.
We make sure that both the client and assistant are constantly growing in both
business and skills.

We give full support to the assistant to empower the business owner and make
sure that the relationship is growing as well.

 **Why join us:**

If you want to continue to make progress in life by learning, getting new
experiences, and being around highly knowledgeable, helpful people, this is
the place for you.

We are a human-centric tribe of people highly committed to solving problems
for other humans through business and innovation. However, it is our tribe
that we focus on first and foremost as we can solve many more problems in
amazing ways with happy, healthy people who are always learning and growing.

Job Type: Full-time

Pay: Php30,000.00 - Php33,000.00 per month

Benefits:

  * Company events
  * Health insurance
  * Paid training
  * Work from home

Schedule:

  * 8 hour shift
  * Evening shift
  * Night shift

Supplemental pay types:

  * 13th month salary

An IT Manager is a professional who ensures that all employees have the
technology they need to get their job done, from a reliable laptop and VPN
access for remote workers who can't be reached otherwise, to up-close
coordination with other departments like HR or finance so data is secure.

  * Managing information technology and computer systems
  * Controlling and evaluating IT and electronic data operations
  * Managing IT staff
  * Manage information technology and computer systems
  * Plan, organize, control, and evaluate IT and electronic data operations
  * Manage IT staff by recruiting, training, and coaching employees, communicating job expectations, and appraising their performance
  * Design, develop, implement, and coordinate systems, policies, and procedures
  * Ensure the security of data, network access, and backup systems
  * Act in alignment with user needs and system functionality to contribute to organizational policy
  * Identify problematic areas and implement strategic solutions in time
  * Audit systems and assess their outcomes
  * Preserve assets, information security and control structures

 **Requirements and skills**

  * Graduate of any IT-related courses
  * Proven working experience as an IT Manager or relevant experience
  * Excellent knowledge of technical management, information analysis and of computer hardware/software systems
  * Expertise in data centre management and data governance
  * Hands-on experience with computer networks, network administration and network installation
  * Ability to manage personnel

Job Type: Full-time

Benefits:

  * Health insurance

Schedule:

  * 8 hour shift
  * Day shift

Supplemental pay types:

  * Performance bonus

Education:

  * Bachelor's (Preferred)

Experience:

  * Project management: 3 years (Preferred)"
"https://ph.indeed.com/viewjob?jk=fe0c5135c46f3b70","Technical Officer","JLL","P07, Philippines","2024-05-20",False,0,"","JLL supports the Whole You, personally and professionally.  
  
Our people at JLL are shaping the future of real estate for a better world by
combining world class services, advisory and technology to our clients. We are
committed to hiring the best, most talented people in our industry; and we
support them through professional growth, flexibility, and personalized
benefits to manage life in and outside of work. Whether you’ve got deep
experience in commercial real estate, skilled trades, and technology, or
you’re looking to apply your relevant experience to a new industry, we empower
you to shape a brighter way forward so you can thrive professionally and
personally.  
  
House Acceptance  
  
**Tasks:**  

  * Conduct complete physical evaluation of Houses per project based on established quality and specification within 3 calendar days upon declared PTI-closed by CMT. After CMT reports every Friday, Physical Evaluation should be completed every Monday.
  * Receive key from CMT and confirm in writing with CST-Takeout house is ready for House Acceptance within 3 calendar days.
  * Daily coordination thru email, call or text with CST-Takeout Customer Management on the schedule of House Acceptance.
  * 100% facilitation of House Acceptance and unit owner briefing on Warranty Guidelines.
  * 100% discussion of House Turnover guidelines with all Unit owner, signing of Unit owner House Acceptance documents and submission to CST-Takeout accordingly.
  * If any, documentation of items for rectification cited during house acceptance and endorsement to CMT the next day from House Acceptance
  * Daily updating on house acceptance and turnover through google sheet monitoring.

Housekeeping  
  
**Tasks:**  

  * Ensure houses are maintained twice a month.

House Turnover  

  * Daily coordination thru email/call/text with CST-Takeout Customer Management on the schedule of House Turnover.
  * Coordinate with CMT in ensuring 100% water connectivity 5 days prior to House Turnover.
  * 100% endorsement of unit owner to PMT for Unit owner Orientation.
  * 100% facilitation of house Turnover and Unit owner briefing on Warranty Guidelines.
  * 100% briefing on Energization process and signing of House Turnover documents and submission to CST- Takeout within 3 weeks.
  * Daily update on house acceptance and turnover google sheet monitoring
  * Endorse to Client’s Turnover Officer the billing of third party house-keeping personnel for payment processing.

Warranty Claims  

  * Receive and process unit owner warranty claims without zero back logs and completion within timeline agreed by contractor or CMT.
  * Endorse to client’s Turnover Officer the billing of rectification contractor for payment processing.

If this job description resonates with you, we encourage you to apply even if
you don’t meet all of the requirements below. We’re interested in getting to
know you and what you bring to the table!  
  
Personalized benefits that support personal well-being and growth:  
  
JLL recognizes the impact that the workplace can have on your wellness, so we
offer a supportive culture and comprehensive benefits package that prioritizes
mental, physical and emotional health.  
  
About JLL –  
  
We’re JLL—a leading professional services and investment management firm
specializing in real estate. We have operations in over 80 countries and a
workforce of over 102,000 individuals around the world who help real estate
owners, occupiers and investors achieve their business ambitions. As a global
Fortune 500 company, we also have an inherent responsibility to drive
sustainability and corporate social responsibility. That’s why we’re committed
to our purpose to shape the future of real estate for a better world. We’re
using the most advanced technology to create rewarding opportunities, amazing
spaces and sustainable real estate solutions for our clients, our people, and
our communities.  
  
Our core values of teamwork, ethics and excellence are also fundamental to
everything we do and we’re honored to be recognized with awards for our
success by organizations both globally and locally.  
  
Creating a diverse and inclusive culture where we all feel welcomed, valued
and empowered to achieve our full potential is important to who we are today
and where we’re headed in the future. And we know that unique backgrounds,
experiences and perspectives help us think bigger, spark innovation and
succeed together."
"https://ph.indeed.com/viewjob?jk=944cba876ca8cf86","Property Accountant","JLL","P07, Philippines","2024-05-20",False,0,"","JLL supports the Whole You, personally and professionally.  
  
Our people at JLL are shaping the future of real estate for a better world by
combining world class services, advisory and technology to our clients. We are
committed to hiring the best, most talented people in our industry; and we
support them through professional growth, flexibility, and personalized
benefits to manage life in and outside of work. Whether you’ve got deep
experience in commercial real estate, skilled trades, and technology, or
you’re looking to apply your relevant experience to a new industry, we empower
you to shape a brighter way forward so you can thrive professionally and
personally.  
  
Shall be responsible to prepare/release the Invoices to tenant for rental,
Dues and Utilities  
Shall be responsible to maintain the customer ledger of tenants to record
Invoices issued and payment receive  
Shall be responsible to maintain the 201 file of individual tenant to include
the basic client identification, contracts, authorized signatories, etc.  
Shall be responsible to update the weekly/monthly AR report including
collection efficiency  
Liaise with government offices regarding payment for permits, fees, and
licenses  
Shall be responsible for the preparation of all financial reports including
the annual budget  
If this job description resonates with you, we encourage you to apply even if
you don’t meet all of the requirements below. We’re interested in getting to
know you and what you bring to the table!  
  
Personalized benefits that support personal well-being and growth:  
  
JLL recognizes the impact that the workplace can have on your wellness, so we
offer a supportive culture and comprehensive benefits package that prioritizes
mental, physical and emotional health.  
  
About JLL –  
  
We’re JLL—a leading professional services and investment management firm
specializing in real estate. We have operations in over 80 countries and a
workforce of over 102,000 individuals around the world who help real estate
owners, occupiers and investors achieve their business ambitions. As a global
Fortune 500 company, we also have an inherent responsibility to drive
sustainability and corporate social responsibility. That’s why we’re committed
to our purpose to shape the future of real estate for a better world. We’re
using the most advanced technology to create rewarding opportunities, amazing
spaces and sustainable real estate solutions for our clients, our people, and
our communities.  
  
Our core values of teamwork, ethics and excellence are also fundamental to
everything we do and we’re honored to be recognized with awards for our
success by organizations both globally and locally.  
  
Creating a diverse and inclusive culture where we all feel welcomed, valued
and empowered to achieve our full potential is important to who we are today
and where we’re headed in the future. And we know that unique backgrounds,
experiences and perspectives help us think bigger, spark innovation and
succeed together."
"https://ph.indeed.com/viewjob?jk=3c08862dc2d9b859","Customer Service Representative","Techmahindra Vcustomer","Cebu City, P07, Philippines","2024-05-20",False,0,"","**Job description**

Are you looking a career in Healthcare? If so, we are looking for you to join
our team! We are HIRING for **Customer Service Representative** to be part for
our HEALTHCARE ACCOUNT!

 **Skills and Qualifications:**

  * No BPO experience is required.
  * BPO experience with customer service experience in a healthcare account and medical knowledge or any health related experience is a plus.
  * Excellent written and verbal communication skills.
  * High emotional quotient and empathy towards patients.
  * Able to work, communicate and collaborate with others effectively and efficiently.
  * Willing to work on-site.

 **JOIN AND GROW YOUR CAREER WITH US!**

 **See us at:**

 **Tech Mahindra Recruitment Hub**

6th Floor eBloc 3 Building, IT Park, Lahug Cebu City

Office Hours: 9AM to 6PM | Mondays to Fridays

For questions or inquiries, you can drop a note at email address:
**RMGCebuSourcing@TechMahindra.com**

Job Type: Full-time

Pay: Php13,000.00 - Php19,000.00 per month

Schedule:

  * 8 hour shift
  * Afternoon shift
  * Monday to Friday

Supplemental pay types:

  * 13th month salary

Application Deadline: 04/22/2024

Job Type: Full-time

Pay: Php13,000.00 - Php19,000.00 per month

Schedule:

  * 8 hour shift
  * Afternoon shift
  * Monday to Friday

Supplemental pay types:

  * 13th month salary

Education:

  * Senior High School (Preferred)

Experience:

  * Customer Service Representative: 1 year (Preferred)

Language:

  * English (Preferred)"
"https://ph.indeed.com/viewjob?jk=0e8c3b735e9f7b8d","Customer Service Representative","Inland Corporation","Cebu City, P07, Philippines","2024-05-20",False,0,"","* Preferably Customs Administration graduate.
  * Fresh Graduate is welcome.
  * Maintaining a positive, empathetic, and professional attitude toward customers at all times
  * Responding promptly to customer inquiries.
  * Communicating with customers through various channels
  * Acknowledging and resolving customer complaints.
  * Knowing our services offered inside and out so that you can answer questions.
  * Processing requests and concern of the customer.
  * Keeping records of customer interactions, transactions, comments, and complaints.
  * Communicating and coordinating with colleagues as necessary.
  * Providing feedback on the efficiency of the customer service process.
  * Ensure customer satisfaction and provide professional customer support.

Job Type: Full-time

Schedule:

  * 8 hour shift

Supplemental pay types:

  * 13th month salary

Education:

  * Bachelor's (Preferred)

Experience:

  * Customer Service Representative: 1 year (Preferred)

Language:

  * English (Preferred)"
"https://ph.indeed.com/viewjob?jk=142f12b6d79890f4","Operations Administrator","Life Land Sdn Bhd","Cebu City, P07, Philippines","2024-05-20",False,0,"","We are currently looking for a passionate and dedicated **Food & Beverage
Operations Executive** to join our hospitality establishment in **Papua New
Guinea**.

 **So what is your role about?**

  * You will assist in managing the daily operations.
  * You will oversee personnel and ensure memorable and exceptional experiences for all guests and customers through quality and consistent food and beverage standards and services, visible operational leadership and positive interaction with them.

 **What are we looking for?**

  * Positive attitude and strong problem-solving skills.
  * Proficient in MS Excel.
  * Organized and meticulous.

Are you ready to elevate your working skills and experience? Click "" **Apply
Now ""** and you are one step ahead to an outstanding career!

Job Type: Full-time"
"https://ph.indeed.com/viewjob?jk=8a1ce0080d09f827","Account Executive","Life Land Sdn Bhd","Cebu City, P07, Philippines","2024-05-20",False,0,"","We are currently looking for a passionate and dedicated **Assistant Account
Executive** to join our hospitality establishment in **Papua New Guinea**.

 **So what is your role about?**

  * You will assist in daily accounting functions.
  * You will prepare and file monthly and annual returns.
  * You will prepare weekly, monthly or any ad hoc reports to the management.

 **What are we looking for?**

  * Proficient in MS Excel.
  * Possess initiative and ability to work independently.
  * Organized and meticulous.

Are you ready to elevate your working skills and experience? Click "" **Apply
Now ""** and you are one step ahead to an outstanding career!

Job Type: Full-time"
