"job_url","title","company","location","date_posted","is_remote","description"
"https://ph.indeed.com/viewjob?jk=3505b891b9f307a7","Web Designer - eCommerce/Shopify Specialist","CUSTOM METAL WORKS","Cebu City, P07, PH","2024-05-18",False,"**ob Title: Web Designer (e-Commerce/Shopify Specialist)**

We are seeking a talented and experienced Web Designer with expertise in e-Commerce and Shopify platforms to join our team. The ideal candidate will be responsible for designing and developing visually appealing, user-friendly websites that drive online sales and enhance the user experience. This role requires a strong understanding of e-Commerce best practices, Shopify customization, and proficiency in graphic design tools.

**Responsibilities:**

* Design and develop responsive e-Commerce websites using Shopify platform.
* Customize Shopify themes and templates to meet client specifications and brand guidelines.
* Optimize websites for usability, speed, and SEO to maximize online sales.
* Collaborate with cross-functional teams to ensure seamless web features and functionalities integration.
* Stay updated on industry trends and best practices in e-Commerce and web design

**Qualifications:**

* Proven experience as a Web Designer with a focus on e-Commerce and Shopify.
* Proficiency in graphic design tools.
* Knowledge of e-Commerce platforms, especially Shopify, and experience with customization.
* Excellent communication and collaboration skills.
* Ability to work in a fast-paced environment
* Bachelor's degree in Web Design, Graphic Design, Computer Science, or related field.
* Minimum of 1 year of experience in web design, with a focus on e-Commerce and Shopify platforms

Job Types: Full-time, Permanent

Pay: Php20,000.00 - Php25,000.00 per month

Schedule:

* 8 hour shift
* Holidays

Supplemental pay types:

* 13th month salary"
"https://ph.indeed.com/viewjob?jk=a9fdc442023a44f8","Front End Developer","Valhalla Online Services Incorporated","Cebu City, P07, PH","2024-05-17",True,"Hi there!  
Would you happen to be a Software Developer?

Right now, we are looking for a Frontend Developer with at least 3 years of experience.

Valhalla would love to work with you and your expertise on (Required):

* Proficient in Javascript
* Jquery experience
* Experience with CSS
* ReactJS Framework Experience
* NextJS experience
* NodeJS (Express)
* Comfortable using 3rd party APIs
* Experience with the AWS ecosystem (Lambda, S3, DynamoDB, etc… )
* Tailwind CSS Experience

Perhaps you might also have expertise with some of these (Bonus skills):

* ChartJS Experience
* HTML Canvas Experience
* Experience with Puppeteer
* Knowledge with UI/UX
* Comfortable with Figma / Adobe XD
* Some Experience with WordPress
* Experience with setting up Jenkins or other Devops tools
* Experience with NodeJS and expressJS
* Work experience in Jira/Confluence/Trello.

You’ll be earning Php 40,000 - 60,000 (depending on experience).

Basically, we’ll be working on these responsibilities:

* Work with international clients to build software applications that digitally revolutionize businesses.
* Work with small teams and support each other as we continue writing clean, maintainable, and reliable codes based on SOLID - principles.
* Refactor, debug programs, and test your own work.
* Work with multiple languages and continuously learn the dynamics of different tech stacks.
* Deliver promptly on any given tasks, projects, or other requirements set by the manager.
* Help the company grow and improve by putting in your dedication, initiative, and unique ideas.
* Project planning and involvement in process improvement.
* Software design and architecture.

We know it’s quite a lot (Job ad stuff) but, here’s what we are also very excited to provide for you:

* Highly competitive salary paid 2 times per month (on time)
* HMO after 6 months
* Profit-sharing bonus pool share every quarter
* Annual salary reviews and increases
* Team building and company outings
* Fun projects that provide learning
* Access to books and courses to help you learn anything you want
* Toastmasters subsidy (3k every 6 months)
* Paid Leave Program

By the way, if you’re not in Cebu and want to work here, we’d be happy to help you with your relocation. If relocation is not an option for you, we’ll cover your flight and accommodation to come here to Cebu for the mandatory mid-year and end-year gathering.

We are looking forward to working with you!

To start your journey with us, simply fill out this application form:  
https://form.jotform.com/223611422256447

Just to walk you through our process:

1st: We’ll call you over the phone (short handshake call)  
2nd: Tech test followed by technical interview  
3rd: Culture interview (alongside character reference inquiry)  
4th: Schedule with client  
5th: Onboarding

And we commit to giving you updates wherever you are in the process.

In case you might not know us well enough yet, we are an IT outsourcing company based in Cebu that hires developers to help clients build or run their websites. Our clients are impact-driven tech companies based in the U.S., Singapore, and Australia.

We believe in creating meaning and purpose in what we do; not just in our careers, but also in our community.

We are a committed human-centric environment grounded in our core values: Personal Growth, Self-Awareness, Comradery & Fellowship, and Reliability.

Our Vision:

*To ensure that purpose-driven innovators succeed in building the right products for their market so that millions of human lives are significantly improved.*

Job Type: Full-time

Pay: Php40,000.00 - Php60,000.00 per month

Benefits:

* Additional leave
* Company events
* Flexible schedule
* Health insurance
* Work from home

Schedule:

* 8 hour shift
* Monday to Friday

Supplemental pay types:

* 13th month salary"
"https://ph.indeed.com/viewjob?jk=4b1f6c80691379d8","Laravel React Developer","Outsourcing Talents Inc.","Cebu City, P07, PH","2024-05-17",False,"**Location:**

Cebu City (Can start ASAP)

**Requirements:**

* Extensive experience with Laravel
* Strong proficiency in PHP
* Experience with front-end technologies such as React JS
* Knowledge of Next.js is a plus
* Familiarity with RESTful APIs
* Solid understanding of responsive web design principles
* Excellent problem-solving skills and attention to detail
* Strong communication and collaboration skills
* Good understanding of SQL and database management
* Familiarity with server setup and deployment processes

**Nice to Have:**

* Knowledge with Next.js
* Knowledge of state management libraries such as Redux or MobX or Zustand

Setup: Office Based (Around the area of IT Park and Ayala)

Work Schedule: Monday to Friday, 8:00 AM - 5:00 PM

Status: Full-time employment (Long Term)

Salary: 70,000 - 100,000

Job Type: Full-time

Pay: Php70,000.00 - Php100,000.00 per month

Benefits:

* Pay raise

Schedule:

* 8 hour shift

Supplemental pay types:

* 13th month salary
* Overtime pay

Location:

* Cebu City, Cebu (Required)"
"https://ph.indeed.com/viewjob?jk=c94764a208428502","Software Developer","10.28 Business Consultancy - SAP Business One","Cebu City, P07, PH","2024-05-17",False,"**Brief Description of the Role:**

In charge of designing, development, testing, configuration and maintenance of custom software based on customer specific requirements using state-of-the-art tools, standard methodologies and techniques used in the industry to help businesses streamline process, be more efficient and provide a better service.

**Job Description:**

* Determines operational feasibility by evaluating analysis, problem definition, requirements, solution development, and proposed solutions.
* Documents and demonstrates solutions by flowcharts, layouts, diagrams, charts, code comments
* Updates job knowledge by studying state-of-the-art development tools, programming techniques, and computing equipment; participating in educational opportunities; reading professional publications; maintaining personal networks; participating in professional organizations
* Develops software solutions by studying information needs; conferring with users; studying systems flow, data usage, and work processes; investigating problem areas; following the software development life-cycle.

**Skills:** 

* Bachelor’s Degree/ College Degree in Information Technology, Computer Science or its equivalent.
* Knowledge and experience in any of these programming languages (i.e. c#, c++. java, php, asp .net, js frameworks, web design frameworks, etc).
* Knowledge and experience in any SQL engines (i.e. MS SQL, My SQL, DB@, Postgre, etc).
* Software Design
* Software Development Fundamentals
* Software Development Process and methodologies (e.i agile, adlc)
* Able to work in a team environment

Job Types: Full-time, Permanent, Fresh graduate

Pay: Php18,000.00 - Php25,000.00 per month

Benefits:

* Flexible schedule
* Gym membership
* Health insurance
* Paid training
* Staff meals provided

Schedule:

* 8 hour shift
* Flextime

Supplemental pay types:

* 13th month salary
* Overtime pay"
"https://ph.indeed.com/viewjob?jk=26f371eee4d36530","Full Stack Developer","TeraVault OPC","Cebu City, P07, PH","2024-05-17",False,"**Full Stack Developer**

**Responsibilities**

* Coordinate requirements, schedules, and activities; and troubleshoot development and production problems across multiple environments
* Define web architectures and solutions from business requirements, and manage delivery against those plans
* Work with others to ensure adherence to code standards and best practices
* Produce reusable, testable, and efficient code
* Implement secure by design standards including data protection
* Ensure application performance, quality, and responsiveness
* Collaborate with a team to define, design, and ship new features
* Identify and correct bottlenecks as well as fix bugs

**Qualifications:**

* 5+ years’ experience working on IT projects using ReactJS across multiple phases of the SDLC.
* Demonstrate the ability to adapt and work with team members of various experience level;
* React.js Proficiency: A strong command of React.js is essential. You should be able to create dynamic and interactive user interfaces using React components, state management, and hooks.
* React Animation Libraries: Familiarity with animation libraries for React, to create fluid and engaging animations within the game-like interface.
* UI/UX Design: An understanding of user interface and user experience design principles to create visually appealing and intuitive educational interfaces.
* Responsive Design: Ensuring that the game-like interactions are responsive and accessible on various devices and screen sizes.
* Performance Optimization: Ability to optimize the React code for smooth and responsive web experiences, including minimizing render cycles and optimizing component updates.

Skills:

* ReactJS
* MongoDB
* GraphQL
* Rest API
* NodeJS
* Typescript

Other:

* AWS, especially S3, Lambda, CloudFront
* Strong understanding of SOLID principles
* Experience with serverless frameworks

Job Type: Full-time

Pay: Php30,000.00 - Php45,000.00 per month

Benefits:

* Company Christmas gift
* Company events
* Health insurance
* Opportunities for promotion
* Promotion to permanent employee

Schedule:

* 8 hour shift
* Day shift
* Fixed shift
* Monday to Friday

Supplemental pay types:

* 13th month salary
* Bonus pay

Willingness to travel:

* 100% (Required)"
"https://ph.indeed.com/viewjob?jk=62a7d6dd7d7f4f13","Senior Full Stack Developer (Freelance and Full-time)","TeraVault OPC","Cebu City, P07, PH","2024-05-16",False,"We are looking for a Senior Full Stack Developer to produce scalable software solutions. As a member of a cross-functional team, you will participate in the entire software development life cycle, from conception to completion.

As a Senior Full Stack Developer, you should be confident around both front-end and back-end coding languages, development frameworks and third-party libraries.You should also be a team player with a talent for visual design and utility.

Responsibilities:  
1. Collaborate with product management and development teams to discuss software solutions.  
2. Work with development teams and product managers to envision software solutions.  
3. Build the front-end of applications through appealing visual design  
4. Develop and manage efficient databases and applications.  
5. Write effective APIs  
6. Test software to make sure it is efficient and responsive.  
7. Troubleshoot, debug and upgrade software  
8. Create security and data protection settings  
9. Create features and apps that are responsive to mobile devices.  
10. Write technical documentation  
11. Collaborate with data scientists and analysts to improve software  
12. Develop a dynamic form builder utilizing React and Node.js or another suitable code stack of your preference.

Requirements and Skills:  
\\*5+ years of proven experience as a Full Stack Developer or similar role  
\\*Bachelor Degree in Computer Science or any relevant Field.  
\\*Experience in developing both desktop and mobile applications  
\\*Knowledge of multiple front-end languages and libraries (e.g. HTML/ CSS, JavaScript, XML, jQuery)  
\\*Knowledge of multiple back-end languages (e.g. C#, Java, Python) and JavaScript frameworks (e.g. Angular, React, Node.js)  
\\*Proficient in MongoDB and adept in designing application architectures within Azure environments.  
\\*Familiarity with databases (e.g. MySQL, MongoDB), web servers (e.g. Apache) and UI/UX design  
\\*Skilled in developing form builders, utilizing either existing libraries or building them from the ground up.  
\\*Excellent teamwork skills  
\\*Detailed and organizational skills

Job Type: Full-time

Schedule:

* Day shift
* Monday to Friday

Expected Start Date: 05/27/2024"
"https://ph.indeed.com/viewjob?jk=354265a5871330f6","Software Backend Engineer","Karbon","Cebu City, P07, PH","2024-05-15",True,"**About Karbon**



Karbon is the global leader in practice management software for growth-minded accounting firms. We provide an award-winning, highly collaborative cloud platform that streamlines work and communication, enabling the average accounting firm using Karbon to save 16 hours per week, per employee.



We have customers in 34 countries and have grown into a globally distributed team, with our people based throughout the US, Australia, New Zealand, Canada and the United Kingdom. We are well-funded, ranked #1 on G2, have a fantastic team culture, are growing rapidly, and making a global impact.


Karbon is seeking a Software Full Stack Engineer in The Phillipines! This is an exciting time to join the team because we are expanding our organization. In this role, you will be working within an agile development team to design and build interactive web applications. They are responsible for technical specifications and developing and deploying software.


**Overview of Key Responsibilities :**


* Develop robust, high-quality software meeting the requirements of the agreed specifications and complying with Karbon formal and informal development team standards and procedures.
* Work closely with quality assurance team members to resolve issues raised by testing throughout the development cycle.
* Maintain a current knowledge of development technologies used in the development of Karbon software applications.
* Identify and promote opportunities to extend and enhance the use of these technologies and Karbon development standards.
* Establish and maintain good working relationships within the development team.


**Skills and Qualifications :**


* A minimum of 2 years of relevant experience as a software developer
* Ability to work Eastern Australia hours (Sydney Time Zone)
* Proficiency with C#, SQL Server, and .Net (MVC, WCF, Web API, .Net Core a plus)
* JavaScript/TypeScript a plus
* Understanding of scalable computing systems, software architecture, data structures, and algorithms
* Knowledge of professional software engineering best practices for the full software development life cycle
* Excellent communication skills to work in an international, multi-location team
* Has initiative a passion for all things web, and a willingness to go the extra mile.
* Ability to work as part of a team and able to take pride and ownership in their work
* Passionate about developing consumer facing software used globally and across industries
* Bachelor's degree in computer science or relevant industry experience.


**Key Performance Indicators:**


* Produce robust high quality software, meeting agreed specifications.
* Timely responses and bug fixes to issues identified during development testing and in production support.
* Maintain a good working relationship across teams.

  


**Why work at Karbon?**


* Industry leading benefits package including medical, dental and vision insurance for you and up to three eligible dependents
* 15 paid time off days per year (which includes 5 Karbon Days per year)
* 7 Sick leave days per year
* Internet and work from home subsidy
* Discretionary bonus program
* Work with (and learn from) a very experienced team
* Be part of a startup team that will continue to grow around you
* Flexible approach to work environment (we believe in trust and autonomy)
* A culture of open communication, consistent feedback, and full transparency into company results, metrics, and financial position


Karbon embraces diversity and inclusion, aligning with our values as a business. Research has shown that women and underrepresented groups are less likely to apply to jobs unless they meet every single criteria. If you've made it this far in the job description but your past experience doesn't perfectly align, we do encourage you to still apply. You could still be the right person for the role!  

  

When we look for talent to join our team, we want unique, creative, and amazing people that align with values, and help us build a world-class product and company.



Diversity and inclusion are fundamental to who we are, and what has always made us tick.



We recruit and reward people based on capability and performance. We don't discriminate based on race, gender, sexual orientation, gender identity or expression, lifestyle, age, educational background, national origin, religion, physical or cognitive ability, and other diversity dimensions, that may hinder inclusion in the organization.



Generally, if you are a good person, we want to talk to you.



If there are any adjustments or accommodations that we can make to assist you during the recruitment process, and your journey at Karbon, contact us at people.support@karbonhq.com for a confidential discussion.

  


***At this time, we request that agency referrals are not submitted for this position. We appreciate your understanding and encourage direct applications from interested candidates. Thank you!***"
"https://ph.indeed.com/viewjob?jk=b75df276b045a074","Senior Software Engineer","Trax Group","Cebu City, P07, PH","2024-05-15",False,"**Senior****-Level -** **Software Engineer**

  



At Trax Technologies, we help move the world’s products. We revolutionize the logistics industry with our cutting-edge cloud-based solutions. By automating and streamlining freight invoice audit and payment processing, we empower both buyers and sellers of logistics services to transcend traditional boundaries. Our platform isn't just a tool—it's a catalyst for supply chain optimization. By providing unparalleled visibility into the intricate web of logistics operations and leveraging predictive analytics fueled by a staggering database of over 1 billion transactions spanning industries, modes, and nations, we redefine what's possible in logistics management.



We operate on a global canvas, Trax boasts a widespread presence, with offices strategically located in the U.S., Latin America, Asia, and Europe. Join us in reshaping the future of logistics, where innovation knows no bounds and opportunities are limitless.


**Key Job Responsibilities**



Join us in crafting and constructing revolutionary services that form the bedrock of the world's supply chain. As a Trax Engineer, you will:


* Tackle critical customer challenges that traverse various technologies and teams, delving deep into technical complexities such as scalability, resilience, and adaptability to craft holistic solutions.
* Deliver high-quality engineering work— you set a high bar for engineering designs, code, tests, or monitoring—and set the standard for excellence within the team.
* Navigate the terrain of technology decisions with finesse, navigating the balance between immediate business needs and long-term goals, ensuring our solutions remain ahead of the curve.
* Become a mentor for your teammates, imparting wisdom on engineering best practices and nurturing their growth.
* Collaborate closely with diverse teams, synergizing efforts to reach ambitious technical milestones.
* Above all, revel in the journey—work diligently, enjoy the camaraderie, and together, let's etch our mark on how the world moves products.

  


**Basic Qualifications**


* 7+ years of non-internship professional software development experience.
* 5+ years of non-internship design or architecture (design patterns, reliability and scaling) of new and existing systems experience.
* Experience programming with at least one software programming language.

  


**Preferred Qualifications**


* Bachelor's degree (or greater) in Computer Science, Software Engineering, or related field.
* 7+ years of full software development life cycle, including coding standards, code reviews, source control management, build processes, testing, and operations experience.
* Experience mentoring junior to mid-level engineers on engineering excellence practices.
* Knowledge of professional software engineering practices & best practices for the full software development life cycle, including coding standards, code reviews, source control management, build processes, testing, and operations.
* Ability to take a project from scoping requirements through actual launch of the project  

Experience in communicating with users, other technical teams, and management to collect requirements, describe software product features, and technical designs.
* Hands-on experience with back-end technologies such as Oracle and PostgreSQL databases, including database design, SQL querying, and performance tuning.
* Familiarity with front-end technologies such as HTML, CSS, JavaScript, and frameworks like Angular.
* Proficiency in web application development frameworks such as Spring Boot, Hibernate, or similar."
"https://ph.indeed.com/viewjob?jk=e8e6ca45caf88a01","Software Engineer","Trax Group","Cebu City, P07, PH","2024-05-15",False,"**Mid****-Level -** **Software Engineer**

  



At Trax Technologies, we help move the world’s products. We revolutionize the logistics industry with our cutting-edge cloud-based solutions. By automating and streamlining freight invoice audit and payment processing, we empower both buyers and sellers of logistics services to transcend traditional boundaries. Our platform isn't just a tool—it's a catalyst for supply chain optimization. By providing unparalleled visibility into the intricate web of logistics operations and leveraging predictive analytics fueled by a staggering database of over 1 billion transactions spanning industries, modes, and nations, we redefine what's possible in logistics management.



We operate on a global canvas, Trax boasts a widespread presence, with offices strategically located in the U.S., Latin America, Asia, and Europe. Join us in reshaping the future of logistics, where innovation knows no bounds and opportunities are limitless.

  


**Key Job Responsibilities**



Join us in crafting and constructing revolutionary services that form the bedrock of the world's supply chain. As a Trax Engineer, you will:


* Tackle critical customer challenges that traverse various technologies and teams, delving deep into technical complexities such as scalability, resilience, and adaptability to craft holistic solutions.
* Deliver high-quality engineering work— you set a high bar for engineering designs, code, tests, or monitoring—and set the standard for excellence within the team.
* Navigate the terrain of technology decisions with finesse, navigating the balance between immediate business needs and long-term goals, ensuring our solutions remain ahead of the curve.
* Collaborate closely with diverse teams, synergizing efforts to reach ambitious technical milestones.
* Above all, revel in the journey—work diligently, enjoy the camaraderie, and together, let's etch our mark on how the world moves products.

  


**Basic Qualifications**


* 5+ years of non-internship professional software development experience.
* 3+ years of non-internship design or architecture (design patterns, reliability and scaling) of new and existing systems experience.
* Experience programming with at least one software programming language.

  


**Preferred Qualifications**


* Bachelor's degree (or greater) in Computer Science, Software Engineering, or related field.
* 5+ years of full software development life cycle, including coding standards, code reviews, source control management, build processes, testing, and operations experience.
* Knowledge of professional software engineering practices & best practices for the full software development life cycle, including coding standards, code reviews, source control management, build processes, testing, and operations.
* Ability to take a project from scoping requirements through actual launch of the project  

Experience in communicating with users, other technical teams, and management to collect requirements, describe software product features, and technical designs.
* Hands-on experience with back-end technologies such as Oracle and PostgreSQL databases, including database design, SQL querying, and performance tuning.
* Familiarity with front-end technologies such as HTML, CSS, JavaScript, and frameworks like Angular.
* Proficiency in web application development frameworks such as Spring Boot, Hibernate, or similar."
"https://ph.indeed.com/viewjob?jk=e628fb9b9a69aa43","Senior Software Engineer (Full Stack)","AMCS Group","P07, PH","2024-05-15",False,"**We are actively hiring experienced Senior Software Engineers (Full Stack) with expertise in C# .NET, SQL, as well as Angular or React, to join our team in Cebu. This role offers the opportunity to collaborate with our global team in Europe or North America.**

 **This hybrid role is based in Cebu, and we provide a relocation bonus to eligible candidates who are not currently in region.**

 **Who we are**

  

Sustainability software specialist, AMCS, is headquartered in Ireland, with offices in Europe, the USA, and Australasia. With over 1,300 highly-skilled employees across 22 countries, we specialize in delivering technology solutions to facilitate a carbon neutral future.

 **What we do**


Our innovative SaaS solutions increase efficiency and boost sustainability in resource-intensive industries. Over 5,000 customers across 23 countries already benefit from our Performance Sustainability software, ensuring we deliver practical solutions for improved profitability and environmental resilience across the globe.

 **Key Responsibilities**

  

Developing, enhancing and maintaining our environmental software products in accordance with agreed requirements and designs, including:

* Member of a team of software developers using latest versions of Microsoft Visual Studio (C#, ASP.NET) and Microsoft SQL Server.
* Contributing to the specification, development and test of software solutions to defined standards.
* Delivery of software development projects both as stand-alone and as a team member of internal agile and outsourced development teams.
* Development of embedded applications (Windows XP Embedded) that utilise GIS related plug-ins (including vehicle navigation and route optimisation).
* Develop and deliver project updates to senior management.

 **Skills and Competencies:**

* Strong technical knowledge of Web Technologies such as .NET Core, Web API, C#, JavaScript, jQuery and CSS3
* Experience developing applications in C#, ASP.NET or SQL Server
* Strong experience with Angular preferably, or React, Vue or Typescript.
* Good understanding of Design Patterns and Principles.
* Strong experience in MVC and Entity Framework.
* Fluent in MS SQL Server, database and programming.
* Good knowledge of Object-Oriented Design and Development.
* Experience with web services, REST API.
* Familiar with security mechanisms including web and web service security and their implementations.
* Experience in writing Unit test cases

 **Qualifications and personal attributes**

* Degree in Computer Science, Software Development or equivalent.
* 5-10 years’ experience in an Information Technology environment, specializing in Software Development, would be a distinct advantage.
* Excellent communication and personal skills, able to communicate clearly, effectively, and form effective working relationships with customers, colleagues, suppliers and third parties.
* High levels of drive and energy.
* Ability to work in a fast-paced, entrepreneurial environment.
* Enthusiasm and general interest in Software Development.
* A passion for user interface
* Commitment to on-going personal development

 **Join Our Mission for a Sustainable Future and Enjoy the Following Benefits:**

* Health insurance that covers up to three dependents
* Shuttle service for convenient transportation
* Complimentary on-site food and coffee for your enjoyment
* Allowances
* Access to a comprehensive learning and development platform that provides on-the-job training on essential skills, with the ability to track your progress centrally
* 15 days of vacation leave and 15 days of sick leave for your well-being
* Joining a world leader in environmental services
* Hybrid work arrangement for a flexible work-life balance"
